ITERACION 1
|ID  |X              |Y              |C1             |C2             |C3             |MIN            |
|17  |5.180600       |-8.937300      |1.579817       |13.846297      |6.146264       |1.579817       |
|18  |0.848300       |-9.928900      |5.913817       |10.646510      |1.863527       |1.863527       |
|19  |0.035600       |-9.184700      |6.506519       |9.547041       |1.011075       |1.011075       |
|20  |-8.622900      |-3.231400      |15.777376      |1.177969       |9.864541       |1.177969       |
|21  |-1.397300      |-7.293300      |7.853325       |7.273239       |2.180210       |2.180210       |
|22  |5.847000       |-7.822700      |0.597706       |14.055695      |6.979892       |0.597706       |
|23  |6.146400       |-7.904700      |0.287466       |14.365503      |7.253966       |0.287466       |
|24  |-0.754000      |-7.498000      |7.196380       |7.924075       |1.937880       |1.937880       |
|25  |0.612500       |-10.587200     |6.377819       |10.895660      |1.943478       |1.943478       |
|26  |-7.058200      |-3.061700      |14.349647      |0.431651       |8.824131       |0.431651       |
|27  |-0.555300      |-10.701700     |7.498941       |10.146546      |1.333927       |1.333927       |
|28  |-9.281200      |-4.403100      |16.107450      |2.166520       |9.731669       |2.166520       |
|29  |6.369700       |-8.089000      |0.135097       |14.636806      |7.437105       |0.135097       |
|30  |7.490400       |-9.082800      |1.541519       |16.032973      |8.443570       |1.541519       |
|31  |5.830100       |-7.927400      |0.598292       |14.074140      |6.940082       |0.598292       |
|32  |-8.196400      |-2.552900      |15.593461      |1.026934       |9.990481       |1.026934       |
|33  |-7.898900      |-3.284800      |15.071645      |0.454881       |9.276782       |0.454881       |
|34  |-7.395200      |-3.444500      |14.543256      |0.197871       |8.796143       |0.197871       |
|35  |-1.077500      |-9.528700      |7.665433       |8.940398       |0.166510       |0.166510       |
|36  |-1.825200      |-11.114200     |8.832168       |9.663414       |1.903048       |1.903048       |
|37  |0.543200       |-10.157300     |6.278455       |10.558519      |1.659087       |1.659087       |
|38  |-1.182300      |-9.840200      |7.836642       |9.089214       |0.476491       |0.476491       |
|39  |4.386900       |-7.979200      |2.040238       |12.741020      |5.525930       |2.040238       |
|40  |7.802000       |-6.495800      |2.013431       |15.588152      |9.225975       |2.013431       |
|41  |7.075400       |-8.220500      |0.696208       |15.346710      |8.111704       |0.696208       |
|42  |-9.022800      |-3.282600      |16.144356      |1.577948       |10.147768      |1.577948       |
|43  |-0.857100      |-9.523100      |7.448620       |9.094827       |0.131529       |0.131529       |
|44  |5.864500       |-8.925800      |1.111929       |14.468121      |6.829046       |1.111929       |
|45  |5.187500       |-8.818000      |1.503767       |13.804064      |6.163771       |1.503767       |
|46  |-0.909500      |-8.148900      |7.338862       |8.166025       |1.277954       |1.277954       |
|47  |6.713100       |-8.134200      |0.331438       |14.976023      |7.767506       |0.331438       |
|48  |9.933500       |-9.287600      |3.746947       |18.396542      |10.880563      |3.746947       |
|49  |6.162800       |-7.571500      |0.475437       |14.276726      |7.346970       |0.475437       |
|50  |6.315400       |-9.473200      |1.510632       |15.101081      |7.261730       |1.510632       |
|51  |-7.874500      |-1.283000      |15.786312      |2.016280       |10.691839      |2.016280       |
|52  |-6.874700      |-2.833600      |14.257862      |0.708035       |8.866308       |0.708035       |
|53  |-6.676500      |-2.734400      |14.109618      |0.927238       |8.810135       |0.927238       |
|54  |-2.002900      |-7.940900      |8.430039       |7.182894       |1.822952       |1.822952       |
|55  |7.647100       |-7.450500      |1.324713       |15.665061      |8.817502       |1.324713       |
|56  |7.362000       |-8.117200      |0.946936       |15.585609      |8.410687       |0.946936       |
|57  |-6.897100      |-2.551600      |14.382547      |0.890137       |9.092598       |0.890137       |
|58  |-0.443700      |-9.199900      |6.980592       |9.186144       |0.551139       |0.551139       |
|59  |9.291000       |-8.984000      |3.039213       |17.690167      |10.246730      |3.039213       |
|60  |5.910800       |-8.677200      |0.878278       |14.415354      |6.897779       |0.878278       |
|61  |-7.677200      |-3.577600      |14.771442      |0.399000       |8.917077       |0.399000       |
|62  |-0.959600      |-9.009400      |7.459930       |8.671670       |0.417143       |0.417143       |
|63  |6.429100       |-10.203900     |2.237198       |15.518015      |7.416155       |2.237198       |
|64  |-6.581000      |-3.469700      |13.763492      |0.890879       |8.199550       |0.890879       |
|65  |-7.838300      |-2.170900      |15.397824      |1.151344       |10.007125      |1.151344       |
|66  |-7.123100      |-1.921400      |14.837574      |1.370017       |9.719994       |1.370017       |
|67  |-7.852000      |-3.450900      |14.976154      |0.452433       |9.132146       |0.452433       |
|68  |-0.627900      |-9.812300      |7.292411       |9.460370       |0.500276       |0.500276       |
|69  |5.386700       |-6.649800      |1.678293       |13.273804      |6.914800       |1.678293       |
|70  |7.660400       |-6.311700      |2.063992       |15.412088      |9.152819       |2.063992       |
|71  |-7.909800      |-3.352000      |15.061281      |0.475093       |9.240642       |0.475093       |
|72  |-8.651500      |-4.731900      |15.421677      |1.908502       |9.022728       |1.908502       |
|73  |-8.026900      |-3.227700      |15.211057      |0.582322       |9.410611       |0.582322       |
|74  |-1.473600      |-9.195700      |7.995717       |8.424634       |0.575641       |0.575641       |
|75  |-0.698700      |-9.955900      |7.398238       |9.510139       |0.584545       |0.584545       |
|76  |-6.995200      |-4.866100      |13.775771      |1.674641       |7.575377       |1.674641       |
|77  |6.876400       |-8.667700      |0.832627       |15.310938      |7.859278       |0.832627       |
|78  |-0.740800      |-8.796500      |7.215771       |8.699314       |0.662467       |0.662467       |
|79  |6.887500       |-7.571800      |0.606561       |14.969169      |8.050205       |0.606561       |
|80  |-1.769200      |-8.778000      |8.236355       |7.920950       |1.047708       |1.047708       |
|81  |-6.893200      |-3.381500      |14.087387      |0.566683       |8.479799       |0.566683       |
|82  |-7.566000      |-3.383900      |14.724433      |0.178146       |8.962866       |0.178146       |
|83  |-8.416200      |-4.395700      |15.266814      |1.499556       |9.006022       |1.499556       |
|84  |-6.619400      |-2.863600      |14.009026      |0.912955       |8.674954       |0.912955       |
|85  |-2.422100      |-8.648100      |8.875395       |7.371403       |1.668527       |1.668527       |
|86  |-0.271000      |-10.402500     |7.127247       |10.128328      |1.186920       |1.186920       |
|87  |-5.777400      |-3.193300      |13.104778      |1.668799       |7.886148       |1.668799       |
|88  |5.504000       |-8.837100      |1.268741       |14.101835      |6.477036       |1.268741       |
|89  |-1.366600      |-7.164900      |7.834836       |7.228501       |2.300175       |2.300175       |
|90  |7.599000       |-6.967100      |1.540310       |15.495810      |8.892012       |1.540310       |
|91  |-7.787700      |-1.670800      |15.546670      |1.618893       |10.341886      |1.618893       |
|92  |-6.604700      |-5.177300      |13.326987      |2.099792       |7.076235       |2.099792       |
|93  |-0.434900      |-11.570700     |7.750860       |10.877817      |2.204482       |2.204482       |
|94  |-0.862200      |-8.381600      |7.301098       |8.344889       |1.048097       |1.048097       |
|95  |-0.684900      |-10.589700     |7.580281       |9.976342       |1.192352       |1.192352       |
|96  |-2.141300      |-10.272600     |8.873254       |8.798008       |1.464408       |1.464408       |
|97  |-0.470900      |-8.946400      |6.967224       |9.003017       |0.675441       |0.675441       |
|98  |-1.976000      |-10.299300     |8.720843       |8.919712       |1.350042       |1.350042       |
|99  |5.115100       |-6.774700      |1.772629       |13.044597      |6.615907       |1.772629       |
|100 |-2.111800      |-8.994300      |8.600510       |7.836234       |1.243109       |1.243109       |

|C1  |6.427100       |-7.966703      |6.427100       |-7.966703      |
|C2  |-7.445129      |-3.253032      |-7.445129      |-3.253032      |
|C3  |-0.946179      |-9.426327      |-0.946179      |-9.426327      |

